species,source,family,class,guild,trophic,lmax,better_dist,bimodal,fished
Scomber australasicus,rls,Scombridae,Actinopterygii,temperate,Higher carnivore,50,normal,FALSE,TRUE
Scomberoides lysan,rls,Carangidae,Actinopterygii,tropical,Higher carnivore,110,normal,FALSE,FALSE
Scorpaena cardinalis,rls,Scorpaenidae,Actinopterygii,temperate,Benthic invertivore,40,normal,FALSE,FALSE
Scorpaena jacksoniensis,rls,Scorpaenidae,Actinopterygii,temperate,Benthic invertivore,40,normal,FALSE,FALSE
Scorpis aequipinnis,rls,Kyphosidae,Actinopterygii,temperate,Planktivore,56,normal,FALSE,TRUE
Scorpis georgiana,rls,Kyphosidae,Actinopterygii,temperate,Planktivore,46,normal,FALSE,TRUE
Scorpis lineolata,rls,Kyphosidae,Actinopterygii,temperate,Planktivore,37,normal,FALSE,TRUE
Scorpis violacea,rls,Kyphosidae,Actinopterygii,temperate,Planktivore,34.5,normal,FALSE,FALSE
Selaroides leptolepis,rls,Carangidae,Actinopterygii,tropical,Planktivore,22,normal,FALSE,FALSE
Selenotoca multifasciata,rls,Scatophagidae,Actinopterygii,temperate,Benthic invertivore,40,normal,FALSE,FALSE
Seriola hippos,rls,Carangidae,Actinopterygii,temperate,Higher carnivore,150,normal,FALSE,FALSE
Seriola lalandi,rls,Carangidae,Actinopterygii,temperate,Higher carnivore,250,normal,FALSE,TRUE
Seriolella brama,rls,Centrolophidae,Actinopterygii,temperate,Planktivore,76,normal,FALSE,TRUE
Serranocirrhitus latus,rls,Serranidae,Actinopterygii,tropical,Benthic invertivore,13,normal,FALSE,FALSE
Siganus argenteus,rls,Siganidae,Actinopterygii,tropical,Browsing herbivore,40,normal,FALSE,FALSE
Siganus corallinus,rls,Siganidae,Actinopterygii,tropical,Browsing herbivore,35,normal,FALSE,FALSE
Siganus doliatus,rls,Siganidae,Actinopterygii,tropical,Browsing herbivore,25,normal,FALSE,FALSE
Siganus fuscescens,rls,Siganidae,Actinopterygii,tropical,Browsing herbivore,40,normal,FALSE,FALSE
Siganus lineatus,rls,Siganidae,Actinopterygii,tropical,Browsing herbivore,43,normal,FALSE,FALSE
Siganus puellus,rls,Siganidae,Actinopterygii,tropical,Browsing herbivore,38,normal,FALSE,FALSE
Siganus punctatus,rls,Siganidae,Actinopterygii,tropical,Browsing herbivore,40,normal,FALSE,FALSE
Siganus virgatus,rls,Siganidae,Actinopterygii,tropical,Browsing herbivore,30,normal,FALSE,FALSE
Siganus vulpinus,rls,Siganidae,Actinopterygii,tropical,Browsing herbivore,25,normal,FALSE,FALSE
Sillaginodes punctatus,rls,Sillaginidae,Actinopterygii,temperate,Benthic invertivore,72,normal,FALSE,TRUE
Sillago ciliata,rls,Sillaginidae,Actinopterygii,temperate,Benthic invertivore,51,normal,FALSE,TRUE
Siphonognathus attenuatus,rls,Odacidae,Actinopterygii,temperate,Omnivore,14,normal,FALSE,FALSE
Siphonognathus beddomei,rls,Odacidae,Actinopterygii,temperate,Omnivore,14,normal,FALSE,FALSE
Siphonognathus caninis,rls,Odacidae,Actinopterygii,temperate,Omnivore,10,normal,FALSE,FALSE
Sphyraena flavicauda,rls,Sphyraenidae,Actinopterygii,tropical,Higher carnivore,60,normal,FALSE,FALSE
Sphyraena novaehollandiae,rls,Sphyraenidae,Actinopterygii,temperate,Higher carnivore,110,normal,FALSE,TRUE
Sphyraena obtusata,rls,Sphyraenidae,Actinopterygii,tropical,Higher carnivore,55,normal,FALSE,TRUE
Stegastes apicalis,rls,Pomacentridae,Actinopterygii,tropical,Algal farmer,15,normal,FALSE,FALSE
Stegastes fasciolatus,rls,Pomacentridae,Actinopterygii,tropical,Algal farmer,15,normal,FALSE,FALSE
Stegastes gascoynei,rls,Pomacentridae,Actinopterygii,tropical,Algal farmer,15,normal,FALSE,FALSE
Stegastes insularis,rls,Pomacentridae,Actinopterygii,tropical,Algal farmer,11,normal,FALSE,FALSE
Stegastes nigricans,rls,Pomacentridae,Actinopterygii,tropical,Algal farmer,14,normal,FALSE,FALSE
Stegastes obreptus,rls,Pomacentridae,Actinopterygii,tropical,Algal farmer,12,normal,FALSE,FALSE
Stegastes punctatus,rls,Pomacentridae,Actinopterygii,tropical,Algal farmer,12.75416667,lognormal,FALSE,FALSE
Stethojulis bandanensis,rls,Labridae,Actinopterygii,tropical,Benthic invertivore,15,lognormal,FALSE,FALSE
Stethojulis interrupta,rls,Labridae,Actinopterygii,tropical,Benthic invertivore,13,lognormal,FALSE,FALSE
Stethojulis strigiventer,rls,Labridae,Actinopterygii,tropical,Benthic invertivore,15,lognormal,FALSE,FALSE
Suezichthys cyanolaemus,rls,Labridae,Actinopterygii,temperate,Benthic invertivore,12,normal,FALSE,FALSE
Sufflamen chrysopterum,rls,Balistidae,Actinopterygii,tropical,Benthic invertivore,30,normal,FALSE,FALSE
Sufflamen fraenatum,rls,Balistidae,Actinopterygii,tropical,Benthic invertivore,38,normal,FALSE,FALSE
Symphorus nematophorus,rls,Lutjanidae,Actinopterygii,tropical,Higher carnivore,100,normal,FALSE,FALSE
Synodus variegatus,rls,Synodontidae,Actinopterygii,tropical,Higher carnivore,40,lognormal,FALSE,FALSE
Taeniamia biguttata,rls,Apogonidae,Actinopterygii,tropical,Planktivore,11,normal,FALSE,FALSE
Taeniamia leai,rls,Apogonidae,Actinopterygii,tropical,Planktivore,9,normal,FALSE,FALSE
Tetractenos glaber,rls,Tetraodontidae,Actinopterygii,temperate,Benthic invertivore,16,normal,FALSE,FALSE
Thalassoma amblycephalum,rls,Labridae,Actinopterygii,tropical,Planktivore,16,normal,FALSE,FALSE
Thalassoma hardwicke,rls,Labridae,Actinopterygii,tropical,Benthic invertivore,20,normal,FALSE,FALSE
Thalassoma jansenii,rls,Labridae,Actinopterygii,tropical,Benthic invertivore,20,lognormal,FALSE,FALSE
Thalassoma lunare,rls,Labridae,Actinopterygii,tropical,Benthic invertivore,25,normal,FALSE,FALSE
Thalassoma lutescens,rls,Labridae,Actinopterygii,tropical,Benthic invertivore,30,normal,FALSE,FALSE
Thalassoma nigrofasciatum,rls,Labridae,Actinopterygii,tropical,Planktivore,20,normal,FALSE,FALSE
Thalassoma purpureum,rls,Labridae,Actinopterygii,tropical,Benthic invertivore,46,normal,FALSE,FALSE
Thalassoma quinquevittatum,rls,Labridae,Actinopterygii,tropical,Planktivore,17,lognormal,FALSE,FALSE
Thalassoma septemfasciatum,rls,Labridae,Actinopterygii,temperate,Planktivore,31,normal,FALSE,FALSE
Thyrsites atun,rls,Gempylidae,Actinopterygii,temperate,Higher carnivore,200,normal,TRUE,FALSE
Tilodon sexfasciatus,rls,Kyphosidae,Actinopterygii,temperate,Benthic invertivore,40,normal,FALSE,FALSE
Trachichthys australis,rls,Trachichthyidae,Actinopterygii,temperate,Planktivore,18,normal,FALSE,FALSE
Trachinops brauni,rls,Plesiopidae,Actinopterygii,temperate,Benthic invertivore,8,normal,FALSE,FALSE
Trachinops caudimaculatus,rls,Plesiopidae,Actinopterygii,temperate,Benthic invertivore,15,lognormal,FALSE,FALSE
Trachinops noarlungae,rls,Plesiopidae,Actinopterygii,temperate,Benthic invertivore,15,lognormal,FALSE,FALSE
Trachinops taeniatus,rls,Plesiopidae,Actinopterygii,temperate,Benthic invertivore,10,normal,FALSE,FALSE
Trachurus declivis,rls,Carangidae,Actinopterygii,temperate,Higher carnivore,64,normal,FALSE,TRUE
Trachurus novaezelandiae,rls,Carangidae,Actinopterygii,temperate,Higher carnivore,50,normal,FALSE,TRUE
Trachypoma macracanthus,rls,Serranidae,Actinopterygii,temperate,Higher carnivore,22,normal,FALSE,FALSE
Triaenodon obesus,rls,Carcharhinidae,Elasmobranchii,tropical,Higher carnivore,213,normal,FALSE,FALSE
Trinorfolkia clarkei,rls,Tripterygiidae,Actinopterygii,temperate,Benthic invertivore,8,normal,FALSE,FALSE
Trygonoptera testacea,rls,Urolophidae,Elasmobranchii,temperate,Benthic invertivore,47,normal,FALSE,FALSE
Trygonorrhina fasciata,rls,Rhinobatidae,Elasmobranchii,temperate,Benthic invertivore,126,normal,FALSE,FALSE
Upeneichthys lineatus,rls,Mullidae,Actinopterygii,temperate,Benthic invertivore,31,lognormal,FALSE,TRUE
Upeneichthys vlamingii,rls,Mullidae,Actinopterygii,temperate,Benthic invertivore,35,normal,FALSE,TRUE
Upeneus tragula,rls,Mullidae,Actinopterygii,tropical,Benthic invertivore,30,normal,FALSE,FALSE
Urolophus cruciatus,rls,Urolophidae,Elasmobranchii,temperate,Benthic invertivore,50,normal,FALSE,FALSE
Valenciennea alleni,rls,Gobiidae,Actinopterygii,tropical,Benthic invertivore,7.4,normal,FALSE,FALSE
Valenciennea muralis,rls,Gobiidae,Actinopterygii,tropical,Benthic invertivore,16,normal,FALSE,FALSE
Valenciennea strigata,rls,Gobiidae,Actinopterygii,tropical,Benthic invertivore,18,lognormal,FALSE,FALSE
Vincentia conspersa,rls,Apogonidae,Actinopterygii,temperate,Benthic invertivore,14,normal,FALSE,FALSE
Zanclus cornutus,rls,Zanclidae,Actinopterygii,tropical,Benthic invertivore,23,normal,FALSE,FALSE
Zebrasoma scopas,rls,Acanthuridae,Actinopterygii,tropical,Browsing herbivore,40,lognormal,FALSE,FALSE
Zebrasoma velifer,rls,Acanthuridae,Actinopterygii,tropical,Browsing herbivore,40,normal,FALSE,FALSE
Abudefduf saxatilis,cbf,Pomacentridae,Actinopterygii,tropical,Planktivore,22.9,normal,FALSE,FALSE
Acanthemblemaria aspera,cbf,Chaenopsidae,Actinopterygii,tropical,Benthic invertivore,4,normal,FALSE,FALSE
Acanthemblemaria spinosa,cbf,Chaenopsidae,Actinopterygii,tropical,Benthic invertivore,2.8,normal,FALSE,FALSE
Apogon binotatus,cbf,Apogonidae,Actinopterygii,tropical,Benthic invertivore,13,normal,FALSE,FALSE
Canthigaster rostrata,cbf,Tetraodontidae,Actinopterygii,tropical,Omnivore,12,normal,FALSE,FALSE
Caracanthus maculatus,cbf,Caracanthidae,Actinopterygii,tropical,Benthic invertivore,5,normal,FALSE,FALSE
Centropyge bispinosa,cbf,Pomacanthidae,Actinopterygii,tropical,Omnivore,10,normal,FALSE,FALSE
Cephalopholis cruentata,cbf,Serranidae,Actinopterygii,tropical,Higher carnivore,42.6,normal,FALSE,FALSE
Chromis atripectoralis,cbf,Pomacentridae,Actinopterygii,tropical,Planktivore,12,normal,FALSE,FALSE
