species,size_class,p_lbspr,size_min,size_max,p_lbspr_mk15,p_obs,std_linf,std_k,std_mk,hoenig_m,largest_fish_in_sample_mm,mean_size
Naso unicornis,35,0.10823840255538987,32.5,37.5,0.10308433023438107,0.2122448979591837,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,40,0.22326965230074722,37.5,45,0.09696219122443843,0.10675039246467818,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,50,0.2759328069360582,45,56.25,0.039469952766911565,0.11993720565149137,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,62.5,0.0362926882929572,56.25,68.75,0.0015156648798036326,0.01130298273155416,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,75,0,68.75,81.25,0,0.00125588697017268,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,87.5,0,81.25,93.75,0,0,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,100,0,93.75,106.25,0,0,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,112.5,0,106.25,118.75,0,0,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,125,0,118.75,131.25,0,0,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,137.5,0,131.25,143.75,0,0,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,150,0,143.75,156.25,0,0,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,162.5,0,156.25,168.75,0,0,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,175,0,168.75,181.25,0,0,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,187.5,0,181.25,193.75,0,0,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,200,0,193.75,225,0,0,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,250,0,225,275,0,0,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,300,0,275,325,0,0,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,350,0,325,375,0,0,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso unicornis,400,0,375,450,0,0,51.2,0.171,0.457827266,0.078288463,590,29.432496075353217
Naso lituratus,2.5,0.07828494713878169,1.25,3.75,0.15984592994371416,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,5,0.08127546783361517,3.75,6.25,0.15016219438778194,0.0022958346999016,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,7.5,0.0848479567643857,6.25,8.75,0.13979578119246483,0.01311905542800918,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,10,0.18415045546275616,8.75,11.25,0.24481240977023924,0.03574942604132503,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,12.5,0.10271362859884424,11.25,13.75,0.10232566295129493,0.06592325352574614,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,15,0.24761296207847644,13.75,17.5,0.1499424282983909,0.13184650705149228,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,20,0.1981574950193846,17.5,22.5,0.050617507642131965,0.1823548704493277,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,25,0.02295708710375601,22.5,27.5,0.002498085813982033,0.3027222040013119,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,30,0,27.5,32.5,0,0.22105608396195475,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,35,0,32.5,37.5,0,0.03640537881272548,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,40,0,37.5,45,0,0.00852738602820596,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,50,0,45,56.25,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,62.5,0,56.25,68.75,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,75,0,68.75,81.25,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,87.5,0,81.25,93.75,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,100,0,93.75,106.25,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,112.5,0,106.25,118.75,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,125,0,118.75,131.25,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,137.5,0,131.25,143.75,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,150,0,143.75,156.25,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,162.5,0,156.25,168.75,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,175,0,168.75,181.25,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,187.5,0,181.25,193.75,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,200,0,193.75,225,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,250,0,225,275,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,300,0,275,325,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,350,0,325,375,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Naso lituratus,400,0,375,450,0,0,20.4,0.485,0.701051533,0.340009994,260,22.73122335191866
Acanthurus olivaceus,2.5,0.028598672244825898,1.25,3.75,0.15494154016561196,0.02617627567925778,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,5,0.031287848617845455,3.75,6.25,0.14587907325251692,0.05632869449966865,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,7.5,0.03467292635762351,6.25,8.75,0.1362046076751148,0.0437375745526839,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,10,0.08429541526220496,8.75,11.25,0.24012105007801235,0.05168986083499006,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,12.5,0.05437884131396031,11.25,13.75,0.1015847973016211,0.05235255135851557,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,15,0.1948934388202111,13.75,17.5,0.1544773054373638,0.13783962889330684,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,20,0.4327695642713153,17.5,22.5,0.06184676996180243,0.2571239231278993,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,25,0.13910329311201344,22.5,27.5,0.004944856127956587,0.2508283631544069,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,30,0,27.5,32.5,0,0.1027170311464546,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,35,0,32.5,37.5,0,0.02120609675281643,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,40,0,37.5,45,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,50,0,45,56.25,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,62.5,0,56.25,68.75,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,75,0,68.75,81.25,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,87.5,0,81.25,93.75,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,100,0,93.75,106.25,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,112.5,0,106.25,118.75,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,125,0,118.75,131.25,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,137.5,0,131.25,143.75,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,150,0,143.75,156.25,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,162.5,0,156.25,168.75,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,175,0,168.75,181.25,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,187.5,0,181.25,193.75,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,200,0,193.75,225,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,250,0,225,275,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,300,0,275,325,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,350,0,325,375,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Acanthurus olivaceus,400,0,375,450,0,0,21,0.528,0.257970142,0.136208235,250,19.150927766732934
Scarus altipinnis,2.5,0.03918789841981769,1.25,3.75,0.09333324562442166,0.04266873545384019,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,5,0.04024377582591001,3.75,6.25,0.09020094111662215,0.03491078355314197,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,7.5,0.04140970535102473,6.25,8.75,0.08695351866226368,0.02792862684251357,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,10,0.08687576569280925,8.75,11.25,0.16363742013007232,0.02948021722265322,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,12.5,0.045828401752528086,11.25,13.75,0.07637363119279734,0.03995345228859581,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,15,0.09773458751219918,13.75,17.5,0.1408879211672302,0.04654771140418929,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,20,0.10874083764197762,17.5,22.5,0.12330557346279168,0.08301008533747091,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,25,0.20404493448784236,22.5,27.5,0.14382945879216058,0.06982156710628394,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,30,0.17135218754542247,27.5,32.5,0.05644835918553504,0.15205585725368503,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,35,0.15234431778068483,32.5,37.5,0.02432497028860617,0.2152831652443755,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,40,0.012237587989783841,37.5,45,7.049603774991558e-4,0.1904577191621412,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,50,0,45,56.25,0,0.05275407292474787,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,62.5,0,56.25,68.75,0,0.01396431342125678,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,75,0,68.75,81.25,0,0.00116369278510473,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,87.5,0,81.25,93.75,0,0,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,100,0,93.75,106.25,0,0,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,112.5,0,106.25,118.75,0,0,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,125,0,118.75,131.25,0,0,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,137.5,0,131.25,143.75,0,0,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,150,0,143.75,156.25,0,0,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,162.5,0,156.25,168.75,0,0,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,175,0,168.75,181.25,0,0,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,187.5,0,181.25,193.75,0,0,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,200,0,193.75,225,0,0,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,250,0,225,275,0,0,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,300,0,275,325,0,0,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,350,0,325,375,0,0,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Scarus altipinnis,400,0,375,450,0,0,33.9,0.517,0.61149904,0.32,410,28.701512800620637
Naso brevirostris,2.5,0.048740754709074526,1.25,3.75,0.1046239929768867,0.00121753246753246,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,5,0.04997485699918286,3.75,6.25,0.10065353971118333,4.058441558441558e-4,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,7.5,0.05134829341881954,6.25,8.75,0.09651681955830647,0.01461038961038961,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,10,0.1075544241205188,8.75,11.25,0.17984313273418137,0.01704545454545454,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,12.5,0.05669746684266768,11.25,13.75,0.08285411521630213,0.02922077922077922,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,15,0.12111907306136988,13.75,17.5,0.15002704608031356,0.04829545454545454,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,20,0.13625725480336076,17.5,22.5,0.12603473426117645,0.08563311688311688,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,25,0.2552863159218053,22.5,27.5,0.12607242142226913,0.18425324675324675,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,30,0.13463553125065475,27.5,32.5,0.02913882620011439,0.29545454545454547,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,35,0.03838602887254594,32.5,37.5,0.004235371839266475,0.13555194805194806,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,40,0,37.5,45,0,0.1461038961038961,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,50,0,45,56.25,0,0.04139610389610389,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,62.5,0,56.25,68.75,0,8.116883116883117e-4,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,75,0,68.75,81.25,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,87.5,0,81.25,93.75,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,100,0,93.75,106.25,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,112.5,0,106.25,118.75,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,125,0,118.75,131.25,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,137.5,0,131.25,143.75,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,150,0,143.75,156.25,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,162.5,0,156.25,168.75,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,175,0,168.75,181.25,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,187.5,0,181.25,193.75,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,200,0,193.75,225,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,250,0,225,275,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,300,0,275,325,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,350,0,325,375,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Naso brevirostris,400,0,375,450,0,0,30.4,0.264,0.677646249,0.17889861,340,29.26643668831169
Centropyge bicolor,2.5,0.0961554467656873,1.25,3.75,0.35515455882167063,0.01891659501289767,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,5,0.12210107369042304,3.75,6.25,0.2976200005898388,0.2407566638005159,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,7.5,0.19045277026829827,6.25,8.75,0.22431006419411875,0.43637145313843506,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,10,0.5912907092755914,8.75,11.25,0.12291537639437182,0.19862424763542563,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,12.5,0,11.25,13.75,0,0.08168529664660361,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,15,0,13.75,17.5,0,0.02364574376612209,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,20,0,17.5,22.5,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,25,0,22.5,27.5,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,30,0,27.5,32.5,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,35,0,32.5,37.5,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,40,0,37.5,45,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,50,0,45,56.25,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,62.5,0,56.25,68.75,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,75,0,68.75,81.25,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,87.5,0,81.25,93.75,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,100,0,93.75,106.25,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,112.5,0,106.25,118.75,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,125,0,118.75,131.25,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,137.5,0,131.25,143.75,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,150,0,143.75,156.25,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,162.5,0,156.25,168.75,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,175,0,168.75,181.25,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,187.5,0,181.25,193.75,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,200,0,193.75,225,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,250,0,225,275,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,300,0,275,325,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,350,0,325,375,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Centropyge bicolor,400,0,375,450,0,0,9.95,0.921,0.343262762,0.316145004,120,7.88585554600172
Cheilinus fasciatus,2.5,0.08138260557529363,1.25,3.75,0.18305329443583288,0.01118359739049394,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,5,0.08596241111136255,3.75,6.25,0.17010525510649205,0.02003727865796831,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,7.5,0.09169417243991565,6.25,8.75,0.15606367175035168,0.03448275862068965,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,10,0.20912469678993348,8.75,11.25,0.26364211112558544,0.05824790307548928,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,12.5,0.1278961882009123,11.25,13.75,0.10223381763988103,0.10624417520969244,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,15,0.31431798074757517,13.75,17.5,0.11284537765513089,0.20410065237651445,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,20,0.08962194513500726,17.5,22.5,0.01205647228672605,0.25396085740913327,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,25,0,22.5,27.5,0,0.20782851817334577,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,30,0,27.5,32.5,0,0.08014911463187326,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,35,0,32.5,37.5,0,0.01677539608574091,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,40,0,37.5,45,0,0.00698974836905871,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,50,0,45,56.25,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,62.5,0,56.25,68.75,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,75,0,68.75,81.25,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,87.5,0,81.25,93.75,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,100,0,93.75,106.25,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,112.5,0,106.25,118.75,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,125,0,118.75,131.25,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,137.5,0,131.25,143.75,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,150,0,143.75,156.25,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,162.5,0,156.25,168.75,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,175,0,168.75,181.25,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,187.5,0,181.25,193.75,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,200,0,193.75,225,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,250,0,225,275,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,300,0,275,325,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,350,0,325,375,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Cheilinus fasciatus,400,0,375,450,0,0,17.996000000000002,0.47,0.62858582,0.295435335,200,18.904939422180803
Chaetodon melannotus,2.5,0.14872619243724688,1.25,3.75,0.32149040660321887,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,5,0.16731668247683856,3.75,6.25,0.2760238582660017,0.01791607732201791,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,7.5,0.20006702755514155,6.25,8.75,0.22078151882744954,0.1188118811881188,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,10,0.466979840610746,8.75,11.25,0.18031175817235448,0.2677982083922678,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,12.5,0.01691025692002704,11.25,13.75,0.0013924581309754558,0.3305044790193305,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,15,0,13.75,17.5,0,0.2083922677982084,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,20,0,17.5,22.5,0,0.05327675624705327,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,25,0,22.5,27.5,0,0.0033003300330033,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,30,0,27.5,32.5,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,35,0,32.5,37.5,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,40,0,37.5,45,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,50,0,45,56.25,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,62.5,0,56.25,68.75,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,75,0,68.75,81.25,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,87.5,0,81.25,93.75,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,100,0,93.75,106.25,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,112.5,0,106.25,118.75,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,125,0,118.75,131.25,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,137.5,0,131.25,143.75,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,150,0,143.75,156.25,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,162.5,0,156.25,168.75,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,175,0,168.75,181.25,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,187.5,0,181.25,193.75,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,200,0,193.75,225,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,250,0,225,275,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,300,0,275,325,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,350,0,325,375,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Chaetodon melannotus,400,0,375,450,0,0,10.85,0.35,0.62,0.22,174,12.063884959924565
Epibulus insidiator,2.5,0.14363062770475832,1.25,3.75,0.17258957128607078,0.00411522633744856,19,0.226,1.226958269,0.277292569,230,18.212448559670783
Epibulus insidiator,5,0.1392341581925702,3.75,6.25,0.16118039211509994,0.00925925925925925,19,0.226,1.226958269,0.277292569,230,18.212448559670783
Epibulus insidiator,7.5,0.13429601976632496,6.25,8.75,0.1488813868980214,0.0360082304526749,19,0.226,1.226958269,0.277292569,230,18.212448559670783
Epibulus insidiator,10,0.25052302035504564,8.75,11.25,0.25587350270793474,0.08024691358024691,19,0.226,1.226958269,0.277292569,230,18.212448559670783
Epibulus insidiator,12.5,0.11344061897149467,11.25,13.75,0.10308492750639267,0.15329218106995884,19,0.226,1.226958269,0.277292569,230,18.212448559670783
Epibulus insidiator,15,0.17412819421125775,13.75,17.5,0.13253556641805966,0.20267489711934156,19,0.226,1.226958269,0.277292569,230,18.212448559670783
Epibulus insidiator,20,0.044300942985903986,17.5,22.5,0.025684260846825676,0.24948559670781892,19,0.226,1.226958269,0.277292569,230,18.212448559670783
Epibulus insidiator,25,4.464178126445264e-4,22.5,27.5,1.703922215950842e-4,0.1867283950617284,19,0.226,1.226958269,0.277292569,230,18.212448559670783
Epibulus insidiator,30,0,27.5,32.5,0,0.05864197530864197,19,0.226,1.226958269,0.277292569,230,18.212448559670783
